,Area,Room,Parking,Warehouse,Elevator,Address,Price
3308,65,2,0,1,0,Punak,1900000000
3309,60,2,1,1,1,Salsabil,1520000000
3310,69,2,1,1,0,Andisheh,980000000
3311,180,4,1,1,1,Persian Gulf Martyrs Lake,2720000000
3312,180,2,1,1,0,Parand,2100000000
3314,130,2,0,1,0,Narmak,6300000000
3316,82,2,1,1,1,Gheitarieh,7000000000
3317,128,3,1,1,1,Gheitarieh,9200000000
3319,85,2,1,1,1,Farmanieh,6100000000
3320,68,1,1,0,1,Ahang,1400000000
3321,110,3,1,1,1,West Pars,6550000000
3322,94,2,0,0,1,Parand,680000000
3323,42,1,0,0,0,Naziabad,640000000
3324,63,1,1,1,1,Punak,2200000000
3325,62,1,0,0,1,Parand,350000000
3327,65,2,1,1,1,Afsarieh,1550000000
3328,138,3,1,1,1,Jordan,9500000000
3329,135,3,1,1,1,Azarbaijan,3440000000
3331,71,1,0,1,1,Pardis,540000000
3332,175,3,1,1,1,Kook,10500000000
3333,145,3,1,1,1,Shahrake Gharb,10500000000
3335,125,3,1,1,1,Shahrake Gharb,11250000000
3336,115,2,1,1,1,Shahrake Gharb,12000000000
3337,59,1,1,1,1,Andisheh,708000000
3338,89,3,1,1,1,Parand,430000000
3340,65,1,1,1,1,Parand,340000000
3341,78,2,1,1,1,Parand,480000000
3342,82,2,1,1,1,Central Janatabad,3000000000
3343,125,2,0,1,0,Gheitarieh,1550000000
3344,60,2,0,1,1,Vahidieh,1280000000
3345,57,2,0,1,0,Salsabil,1200000000
3346,66,2,0,1,0,Afsarieh,1120000000
3347,80,2,1,1,1,West Ferdows Boulevard,3000000000
3348,46,1,1,1,1,Shahran,1700000000
3349,80,2,1,1,1,East Ferdows Boulevard,3000000000
3350,73,2,1,1,1,Southern Janatabad,3060000000
3351,115,2,0,0,0,Northern Janatabad,5175000000
3352,65,2,1,1,0,West Pars,1950000000
3353,72,2,1,1,1,Southern Janatabad,2550000000
3354,80,2,1,1,1,Southern Janatabad,3000000000
3356,80,2,1,1,1,Central Janatabad,3000000000
3357,97,2,1,1,1,Narmak,4000000000
3358,150,3,1,1,1,Niavaran,11000000000
3359,175,3,1,1,1,ShahrAra,7800000000
3360,74,1,0,1,1,Parand,480000000
3361,157,3,1,1,1,Marzdaran,10200000000
3362,92,2,1,1,1,Feiz Garden,3350000000
3363,190,3,1,1,1,Pasdaran,12350000000
3364,110,2,1,1,1,Pasdaran,8800000000
3365,50,1,0,1,0,Pirouzi,1100000000
3367,107,2,1,1,1,Chidz,8600000000
3368,78,2,1,1,1,Farmanieh,7200000000
3369,46,1,1,1,1,Central Janatabad,1950000000
3370,112,2,1,1,1,Mahmoudieh,8400000000
3371,60,1,0,1,0,Tehran Now,1500000000
3374,120,2,1,1,1,Niavaran,9000000000
3375,115,2,1,1,1,Ghoba,8150000000
3376,95,2,1,1,1,Southern Janatabad,3300000000
3377,92,2,1,1,1,Central Janatabad,3400000000
3378,71,2,1,1,0,West Ferdows Boulevard,2000000000
3379,95,2,1,1,1,Damavand,1750000000
3380,40,1,0,1,0,Salsabil,630000000
3381,52,1,1,1,1,Punak,2360000000
3382,84,2,1,1,1,Salsabil,1900000000
3383,80,2,1,1,1,Amirieh,1800000000
3384,58,1,0,1,0,Salsabil,715000000
3385,68,2,1,1,1,Shahran,2270000000
3386,90,2,1,1,1,Southern Janatabad,3350000000
3387,65,1,0,1,0,Republic,1400000000
3388,200,2,0,0,0,Rudhen,2850000000
3389,72,2,1,1,1,Amirieh,1670000000
3390,80,2,1,1,1,Qasr-od-Dasht,1800000000
3391,71,2,1,1,1,Amirieh,1650000088
3392,86,2,1,1,1,Amirieh,1980000000
3393,75,2,0,1,1,Parand,345000000
3395,60,1,1,1,1,Shahr-e-Ziba,1960000000
3396,105,3,1,1,1,East Ferdows Boulevard,5830000000
3397,72,2,1,1,1,Abazar,3350000000
3398,186,3,1,1,1,Pasdaran,9300000000
3399,110,2,1,1,1,Heravi,6050000000
3402,84,2,1,1,1,Islamshahr,855000000
3403,53,1,0,0,0,Kahrizak,450000000
3404,63,3,0,1,0,Javadiyeh,1450000000
3405,53,1,0,1,0,Shahran,1470000000
3406,105,2,1,1,1,Southern Janatabad,3500000000
3407,100,2,1,1,1,Saadat Abad,4550000000
3408,93,2,1,1,1,Saadat Abad,3900000000
3409,83,3,0,0,0,Atabak,1286500000
3412,100,2,1,1,1,Saadat Abad,4480000000
3413,80,2,0,0,0,Damavand,750000000
3414,90,2,1,1,1,Saadat Abad,5250000000
3415,73,2,1,1,1,Central Janatabad,1900000000
3416,82,2,1,1,1,Shahran,3600000000
3417,148,3,1,1,1,Yousef Abad,8140000000
3418,90,2,1,0,1,Shahran,3150000000
3419,112,2,1,1,1,Darabad,7000000000
3420,45,1,0,0,1,Si Metri Ji,8900000000
3421,70,2,1,1,0,Narmak,1850000000
3422,107,2,1,1,1,Mirdamad,7597000000
3423,37,1,1,1,1,Tehransar,1180000000
3424,65,1,1,1,1,Jeyhoon,1725000000
3426,66,2,0,1,0,Yakhchiabad,1000000000
3427,130,3,1,1,1,Persian Gulf Martyrs Lake,865000000
3428,63,3,1,1,0,Shoosh,1200000000
3429,75,2,0,1,0,Shahrake Quds,500000000
3430,52,1,1,0,0,Jeyhoon,1200000000
3431,86,3,0,1,1,Parand,275000000
3432,58,1,0,0,1,Parand,246000000
3433,76,2,1,1,1,West Ferdows Boulevard,2600000000
3435,54,0,0,0,0,Shahrake Qods,470000000
3436,140,3,1,1,1,Daryan No,6300000000
3437,74,2,0,0,1,Parand,313000000
3439,140,3,1,1,1,Mehran,8400000000
3440,114,2,1,1,1,Persian Gulf Martyrs Lake,4000000000
3441,51,1,0,0,1,Ostad Moein,1100000000
3443,70,1,1,1,1,Punak,3500000000
3444,120,3,1,1,1,Sattarkhan,5400000000
3445,137,3,1,1,1,Punak,6850000000
3446,92,2,1,1,1,Shahran,3220000000
3447,45,1,1,1,0,West Ferdows Boulevard,1650000000
3448,68,2,0,1,1,Waterfall,1000000000
3450,85,2,0,1,1,Central Janatabad,3200000000
3452,118,2,1,1,1,Mehran,7080000000
3453,180,3,1,1,0,Marzdaran,10800000000
3454,60,1,1,1,0,West Ferdows Boulevard,1860000000
3455,80,2,0,1,1,Shahryar,410000000
3456,86,2,0,1,0,Vahidiyeh,520000000
3457,123,3,1,1,1,Velenjak,12500000000
3458,148,3,1,1,1,Daryan No,6000000000
3460,58,1,0,0,1,Parand,325000000
3462,60,1,1,1,1,West Ferdows Boulevard,1950000000
3463,133,3,1,0,1,Shahrake Gharb,10000000000
3464,94,2,0,1,1,Damavand,595000000
3465,68,2,0,1,1,Beryanak,1258000000
3466,61,2,0,1,0,Andisheh,460000000
3467,75,2,1,1,1,West Ferdows Boulevard,2650000000
3468,81,2,1,1,1,West Ferdows Boulevard,4455000000
3469,74,2,1,1,1,Mehran,4070000000
3470,97,2,1,1,1,Shahran,2700000000
3471,94,2,1,1,1,Niavaran,8450000000
3472,113,3,1,1,1,Ostad Moein,3170000000
3473,63,1,1,1,0,Feiz Garden,1890000000
3474,86,2,1,1,1,Southern Janatabad,3500000000
3475,83,2,1,1,1,Niavaran,6800000000
3477,105,2,1,1,1,Dorous,5600000000
3478,82,2,0,1,1,Parand,360000000
